Sat 31 Aug 2024 07:46:33 IDT

SLURM_JOBID:		 981356
SLURM_JOB_NODELIST:	 dt-cpu-03 


executing python ./train_darpatc.py --scene cadets
Start training graph 0 2024-08-31 07:46:41
Data(edge_index=[2, 4347080], test_mask=[362645], train_mask=[362645], x=[362645, 56], y=[362645])
feature  56 ; label  6
66 12.928030845598373 0.4472346393198352 2024-08-31 08:21:32
67 11.743105697029991 0.45341397142606715 2024-08-31 08:21:43
68 18.46401237263898 0.45367692172845997 2024-08-31 08:21:54
69 7.806835311281868 0.4547287229380314 2024-08-31 08:22:05
70 7.464936399670902 0.4542466473836445 2024-08-31 08:22:17
71 14.240047555434128 0.45446577263563853 2024-08-31 08:22:28
72 15.292736581481718 0.45687615040757296 2024-08-31 08:22:39
73 8.8883330446151 0.45468489788763256 2024-08-31 08:22:50
74 20.115899472276755 0.4560434744499956 2024-08-31 08:23:02
75 12.573532444764755 0.4591988780787098 2024-08-31 08:23:13
76 32.014363549564166 0.4597686037338943 2024-08-31 08:23:24
77 4.4624339955351875 0.45950565343150146 2024-08-31 08:23:35
78 9.30291409030242 0.46178455605223945 2024-08-31 08:23:47
79 8.716021821881084 0.4598562538346919 2024-08-31 08:23:58
80 25.52583837859187 0.46007537908668594 2024-08-31 08:24:09
81 12.441273607738765 0.4598562538346919 2024-08-31 08:24:20
82 5.455284877228417 0.4642387588745727 2024-08-31 08:24:31
83 11.4984446915812 0.46125865544745376 2024-08-31 08:24:42
84 6.583491497761174 0.46011920413708474 2024-08-31 08:24:54
85 25.408509789335287 0.46007537908668594 2024-08-31 08:25:05
86 7.462388623459791 0.45880445262512054 2024-08-31 08:25:16
87 21.516195383881882 0.4707248663335963 2024-08-31 08:25:27
88 9.735686270180672 0.47716714874222105 2024-08-31 08:25:38
89 7.701003755473247 0.47401174511350685 2024-08-31 08:25:50
90 11.85813199597139 0.4775177491454115 2024-08-31 08:26:01
91 12.682162606984688 0.48102375317731616 2024-08-31 08:26:12
92 6.642307327249025 0.48084845297572093 2024-08-31 08:26:23
93 9.899193657730786 0.4836532562012446 2024-08-31 08:26:34
94 37.56368917288961 0.4895258129546849 2024-08-31 08:26:46
95 8.216380420539034 0.4906214392146551 2024-08-31 08:26:57
96 3.8156659003154183 0.49079673941625035 2024-08-31 08:27:08
97 5.974518590621687 0.49079673941625035 2024-08-31 08:27:19
98 10.734997039871908 0.4910158646682444 2024-08-31 08:27:31
99 10.563917187305304 0.48939433780348846 2024-08-31 08:27:42
100 5.382000287572386 0.4896572881058813 2024-08-31 08:27:53
101 8.527544028387656 0.4882987115435183 2024-08-31 08:28:04
102 23.27282671515055 0.48619510912437547 2024-08-31 08:28:15
103 10.290602155431396 0.48908756245069684 2024-08-31 08:28:26
104 5.865523573957094 0.49425891839775615 2024-08-31 08:28:38
105 13.177565168076388 0.49798404768165483 2024-08-31 08:28:49
106 7.476020961997281 0.49636252081689897 2024-08-31 08:29:00
107 30.774617069776266 0.5177929704619161 2024-08-31 08:29:11
108 6.391752579479885 0.5437374002980103 2024-08-31 08:29:22
109 14.195397871645465 0.45126654395652555 2024-08-31 08:29:33
110 10.55702580538606 0.44140590761679377 2024-08-31 08:29:44
111 18.257103535031675 0.4486370409325971 2024-08-31 08:29:56
112 10.903119224964533 0.4444298360943115 2024-08-31 08:30:07
113 7.176010924767357 0.4581909019195372 2024-08-31 08:30:18
114 10.401953452036146 0.4655535103865369 2024-08-31 08:30:29
115 7.998768564455034 0.4696292400736261 2024-08-31 08:30:41
116 9.55528669685807 0.4811552283285126 2024-08-31 08:30:52
117 9.320180969021367 0.49132264002103604 2024-08-31 08:31:03
118 25.89313300747386 0.5008765010079762 2024-08-31 08:31:14
119 5.804267414979319 0.5038566044350951 2024-08-31 08:31:25
120 10.47843843538114 0.5049084056446664 2024-08-31 08:31:37
121 30.640653325606735 0.49864142343763695 2024-08-31 08:31:48
122 9.045890790133694 0.4999561749496012 2024-08-31 08:31:59
123 12.075809358578747 0.5030677535279166 2024-08-31 08:32:10
124 17.336189769081088 0.5042072048382855 2024-08-31 08:32:21
125 12.09269193410142 0.5065737575598211 2024-08-31 08:32:33
126 14.152425283563995 0.5056096064510475 2024-08-31 08:32:43
127 8.016005698518002 0.504557805241476 2024-08-31 08:32:55
128 10.29040121544211 0.508677359978964 2024-08-31 08:33:06
129 15.781717124333442 0.5100359365413271 2024-08-31 08:33:17
130 13.878499908193989 0.510956262599702 2024-08-31 08:33:28
131 36.79114140587796 0.5119204137084757 2024-08-31 08:33:39
132 5.606877683485638 0.5058287317030414 2024-08-31 08:33:50
133 10.253165961523939 0.5054343062494522 2024-08-31 08:34:01
134 9.221846556546488 0.5118327636076782 2024-08-31 08:34:13
135 8.875133830519456 0.4961433955649049 2024-08-31 08:34:24
136 7.004476848937155 0.5098606363397318 2024-08-31 08:34:35
137 27.521164797672895 0.5130598650188448 2024-08-31 08:34:46
138 8.453905159035953 0.5123586642124639 2024-08-31 08:34:57
139 11.533250237338768 0.5134542904724341 2024-08-31 08:35:08
140 21.918314099562597 0.517135594705934 2024-08-31 08:35:20
141 9.095665659826324 0.5098606363397318 2024-08-31 08:35:31
142 6.41999152389205 0.508896485230958 2024-08-31 08:35:42
143 9.439928914832132 0.5197650977298623 2024-08-31 08:35:53
144 4.545582026517488 0.5163467437987553 2024-08-31 08:36:04
145 6.170942252864448 0.5301078096239811 2024-08-31 08:36:15
146 10.040705334315826 0.517091769655535 2024-08-31 08:36:26
147 17.805662725838804 0.5186256464194934 2024-08-31 08:36:37
148 6.634432828095137 0.5188885967218863 2024-08-31 08:36:48
149 4.347136624553826 0.5153387676395828 2024-08-31 08:36:59
11059
11759
1 21.290047293319894 0.007324351207161588 2024-08-31 08:37:17
2 8.75246150431748 0.007505199385116195 2024-08-31 08:37:26
3 14.391356406477888 0.020707116375802515 2024-08-31 08:37:36
4 13.706820136125959 0.017723121439551497 2024-08-31 08:37:46
5 7.549722426094385 0.02314856677818971 2024-08-31 08:37:57
6 8.543144438094068 0.1888054977846098 2024-08-31 08:38:07
7 15.921448587649058 0.18356090062392622 2024-08-31 08:38:17
8 17.805871597777784 0.18184284293335745 2024-08-31 08:38:27
9 22.04097350973453 0.18093860204358442 2024-08-31 08:38:37
10 20.14131560238525 0.18102902613256172 2024-08-31 08:38:47
11 8.038981043653232 0.18211411520028936 2024-08-31 08:38:57
12 6.293446066356048 0.18166199475540284 2024-08-31 08:39:07
13 10.526278735996533 0.18130029839949363 2024-08-31 08:39:17
14 5.324666656532861 0.1803056334207433 2024-08-31 08:39:27
15 7.633473941296519 0.180215209331766 2024-08-31 08:39:37
16 10.833680106336875 0.1579708834433493 2024-08-31 08:39:47
17 23.265377580984794 0.021792205443530156 2024-08-31 08:39:57
18 7.902437639954358 0.02233474997739398 2024-08-31 08:40:07
19 7.817614618914178 0.021973053621484762 2024-08-31 08:40:17
20 10.257583446254328 0.022786870422280496 2024-08-31 08:40:27
21 17.506504786015636 0.022967718600235103 2024-08-31 08:40:38
22 3.690228284995264 0.022967718600235103 2024-08-31 08:40:48
23 1.7831366523414465 0.023058142689212406 2024-08-31 08:40:58
24 2.9796691320183717 0.02314856677818971 2024-08-31 08:41:08
25 11.093504693540702 0.023238990867167013 2024-08-31 08:41:18
26 8.099591570528304 0.02260602224432589 2024-08-31 08:41:28
27 3.451481106850648 0.021520933176598245 2024-08-31 08:41:38
28 16.624670910882696 0.02106881273171173 2024-08-31 08:41:48
29 14.005790957534428 0.02106881273171173 2024-08-31 08:41:58
30 4.082698697066779 0.022967718600235103 2024-08-31 08:42:08
31 11.395143412284668 0.02106881273171173 2024-08-31 08:42:18
32 10.058192598096435 0.03951532688308165 2024-08-31 08:42:28
33 14.658905464978316 0.03978659915001356 2024-08-31 08:42:39
34 2.60355100406209 0.040148295505922776 2024-08-31 08:42:48
35 6.924475627670302 0.03996744732796817 2024-08-31 08:42:58
36 4.946996364480107 0.04060041595080929 2024-08-31 08:43:09
37 16.437757497325773 0.0407812641287639 2024-08-31 08:43:19
38 9.540469614083346 0.04141423275160503 2024-08-31 08:43:29
39 8.03618587073414 0.04159508092955964 2024-08-31 08:43:39
40 3.293608761176525 0.04168550501853694 2024-08-31 08:43:50
41 6.0453439998480105 0.042318473641378064 2024-08-31 08:44:00
42 3.466967437105397 0.042861018175241884 2024-08-31 08:44:10
43 11.158355387891975 0.04295144226421919 2024-08-31 08:44:20
44 1.6776519779249648 0.04304186635319649 2024-08-31 08:44:30
45 4.618096747345773 0.043946107242969525 2024-08-31 08:44:40
46 4.212538817205031 0.04403653133194683 2024-08-31 08:44:50
47 7.821290531838843 0.04430780359887874 2024-08-31 08:45:00
48 5.673388351711984 0.04475992404376526 2024-08-31 08:45:10
49 12.469638725346387 0.04494077222171987 2024-08-31 08:45:21
50 3.425816452495659 0.04557374084456099 2024-08-31 08:45:31
51 5.852080064555471 0.04602586128944751 2024-08-31 08:45:41
52 6.503287038165823 0.04693010217922054 2024-08-31 08:45:51
53 8.711063131791082 0.047291798535129756 2024-08-31 08:46:01
54 19.98363231654322 0.04720137444615245 2024-08-31 08:46:11
55 15.39816696186352 0.04738222262410706 2024-08-31 08:46:21
56 18.51004375427495 0.04765349489103897 2024-08-31 08:46:31
57 4.262322804242041 0.04774391898001628 2024-08-31 08:46:41
58 6.847756895981038 0.04765349489103897 2024-08-31 08:46:52
59 6.702683539801906 0.04774391898001628 2024-08-31 08:47:02
60 12.717582287899635 0.04801519124694819 2024-08-31 08:47:12
61 3.679629718667722 0.04783434306899358 2024-08-31 08:47:22
62 2.864003186383701 0.04774391898001628 2024-08-31 08:47:32
63 3.9041735329241227 0.04774391898001628 2024-08-31 08:47:42
64 13.66168008671821 0.047924767157970886 2024-08-31 08:47:52
65 7.774697779121575 0.04783434306899358 2024-08-31 08:48:03
66 10.438918046369638 0.0483768876028574 2024-08-31 08:48:13
67 4.08813401500208 0.04783434306899358 2024-08-31 08:48:23
68 5.75350118597503 0.047924767157970886 2024-08-31 08:48:33
69 8.848173467157245 0.11293968713265214 2024-08-31 08:48:43
70 9.202838425945012 0.1196310697169726 2024-08-31 08:48:54
71 8.895424244502793 0.1198119178949272 2024-08-31 08:49:04
72 2.3118679134224194 0.14910932272357355 2024-08-31 08:49:14
73 16.869725802134667 0.15453476806221178 2024-08-31 08:49:24
74 15.756683148875549 0.32010127497965457 2024-08-31 08:49:34
75 6.691514846245713 0.13129577719504476 2024-08-31 08:49:44
76 6.788229663782303 0.14983271543539198 2024-08-31 08:49:54
77 15.110582570570893 0.1449498146306176 2024-08-31 08:50:04
78 6.21536416584463 0.12035446242879103 2024-08-31 08:50:14
79 9.231530582444536 0.11990234198390451 2024-08-31 08:50:24
80 5.398320352182821 0.14657744823220906 2024-08-31 08:50:35
81 18.39115872686234 0.1552581607740302 2024-08-31 08:50:45
82 5.202125901209639 0.1552581607740302 2024-08-31 08:50:55
83 5.688649453988762 0.1475721132109594 2024-08-31 08:51:05
84 7.758951685680642 0.11809386020435844 2024-08-31 08:51:15
85 5.291644444484178 0.12044488651776833 2024-08-31 08:51:25
86 4.600680242956779 0.1425987883172077 2024-08-31 08:51:35
87 11.46038568089933 0.14612532778732254 2024-08-31 08:51:45
88 3.890925902528674 0.1520933176598246 2024-08-31 08:51:55
89 7.015052198900195 0.15444434397323448 2024-08-31 08:52:05
90 5.108684351974806 0.1576996111764174 2024-08-31 08:52:15
91 3.9534608617550275 0.16240166380323717 2024-08-31 08:52:25
92 3.876594692363544 0.1520933176598246 2024-08-31 08:52:36
93 4.18807243934343 0.1524550140157338 2024-08-31 08:52:46
94 15.167483989633395 0.14721041685505018 2024-08-31 08:52:56
95 7.277644296064979 0.1481146577448232 2024-08-31 08:53:06
96 7.234878766902134 0.1480242336558459 2024-08-31 08:53:16
97 3.5033455067705384 0.1448593905416403 2024-08-31 08:53:26
98 3.9396819087111377 0.1448593905416403 2024-08-31 08:53:37
99 13.379040690386356 0.14440727009675378 2024-08-31 08:53:47
100 2.185107151523552 0.1453115109865268 2024-08-31 08:53:57
101 7.605409316305593 0.16222081562528257 2024-08-31 08:54:07
102 6.556600565116545 0.17144407270096754 2024-08-31 08:54:17
103 5.0089837050004595 0.17126322452301293 2024-08-31 08:54:27
104 3.1358880721937417 0.18130029839949363 2024-08-31 08:54:38
105 5.094905957044685 0.18961931458540554 2024-08-31 08:54:48
106 4.114021553970804 0.19911384392802242 2024-08-31 08:54:58
107 2.890394294668315 0.20173614250836422 2024-08-31 08:55:08
108 3.8621497842823365 0.20408716882177413 2024-08-31 08:55:19
109 4.8066276429261965 0.20408716882177413 2024-08-31 08:55:29
110 19.375538566367126 0.20499140971154717 2024-08-31 08:55:39
111 3.697349451627144 0.20490098562256986 2024-08-31 08:55:49
112 18.64930475907231 0.2035446242879103 2024-08-31 08:55:59
113 4.661890147822989 0.20453928926666065 2024-08-31 08:56:09
114 4.22549459296957 0.2039063206438195 2024-08-31 08:56:20
115 5.8300897180198685 0.20526268197847908 2024-08-31 08:56:30
116 2.2788602606234147 0.20345420019893298 2024-08-31 08:56:40
117 9.878396404620611 0.20399674473279683 2024-08-31 08:56:50
118 4.175272472384006 0.20336377610995568 2024-08-31 08:57:00
119 3.814471596177054 0.20444886517768335 2024-08-31 08:57:10
120 6.784679370187745 0.20770413238086627 2024-08-31 08:57:20
121 9.194567788605536 0.20535310606745638 2024-08-31 08:57:30
122 8.825910479458237 0.20408716882177413 2024-08-31 08:57:40
123 4.218545792255665 0.20173614250836422 2024-08-31 08:57:51
124 12.109497074678153 0.20327335202097838 2024-08-31 08:58:01
125 3.7992491500806027 0.2209964734605299 2024-08-31 08:58:11
126 5.9404325745875175 0.20490098562256986 2024-08-31 08:58:21
127 13.012104981199334 0.18808210507279138 2024-08-31 08:58:31
128 8.893716039229867 0.19034270729722397 2024-08-31 08:58:41
129 5.493786076264502 0.19133737227597433 2024-08-31 08:58:51
130 7.379591358970244 0.21249660909666335 2024-08-31 08:59:01
131 1.6763006098631095 0.21032643096120807 2024-08-31 08:59:12
132 22.15798478799591 0.2087892214485939 2024-08-31 08:59:22
133 6.410227177856477 0.21041685505018537 2024-08-31 08:59:32
134 4.3080938098572705 0.21258703318564065 2024-08-31 08:59:42
135 19.792924920531032 0.21340084998643638 2024-08-31 08:59:52
136 3.5597159150647304 0.19811917894927208 2024-08-31 09:00:02
137 3.1651971078671406 0.19893299575006781 2024-08-31 09:00:12
138 13.498739594414605 0.1982096030382494 2024-08-31 09:00:22
139 3.3315817041804126 0.19811917894927208 2024-08-31 09:00:32
140 5.3882909517239055 0.21349127407541368 2024-08-31 09:00:42
141 6.03467322971821 0.21340084998643638 2024-08-31 09:00:53
142 4.262307326555877 0.21294872954154986 2024-08-31 09:01:03
143 6.028447778178163 0.21285830545257256 2024-08-31 09:01:13
144 4.98258286321645 0.1956777285468849 2024-08-31 09:01:23
145 3.386860009634168 0.1956777285468849 2024-08-31 09:01:33
146 18.902711102421154 0.21276788136359526 2024-08-31 09:01:43
147 9.848542534956849 0.21285830545257256 2024-08-31 09:01:53
148 4.137241433127921 0.213581698164391 2024-08-31 09:02:03
149 3.543688749769021 0.21285830545257256 2024-08-31 09:02:13
8705
2354
1 2.432436260254064 0.0014933946008041355 2024-08-31 09:02:22
2 7.994370704269628 0.007466973004020678 2024-08-31 09:02:25
3 2.9750080709824407 0.01481906950028719 2024-08-31 09:02:29
4 3.00080904338909 0.015738081562320507 2024-08-31 09:02:32
5 3.9801005941913568 0.01585295807007467 2024-08-31 09:02:35
6 2.8453697607751414 0.015508328546812177 2024-08-31 09:02:39
7 2.777930321329151 0.017576105686387133 2024-08-31 09:02:42
8 4.238784644605099 0.019758759333716257 2024-08-31 09:02:45
9 6.680498683267732 0.019988512349224583 2024-08-31 09:02:49
10 3.2717085299582265 0.02102240091901206 2024-08-31 09:02:52
11 3.4156508830550893 0.0225157955198162 2024-08-31 09:02:55
12 3.651127580457005 0.02320505456634118 2024-08-31 09:02:59
13 3.00112752761052 0.029408385985066055 2024-08-31 09:03:02
14 5.411497132111253 0.03526708788052843 2024-08-31 09:03:05
15 2.51985301490764 0.04181504882251579 2024-08-31 09:03:09
16 3.804760882527167 0.04330844342331993 2024-08-31 09:03:12
17 2.550032287271183 0.04353819643882826 2024-08-31 09:03:15
18 3.0739467694525198 0.043423319931074095 2024-08-31 09:03:18
19 1.5893457722622797 0.043653072946582425 2024-08-31 09:03:22
20 5.208822160188936 0.04399770246984492 2024-08-31 09:03:25
21 2.8921493326090726 0.04652498564043653 2024-08-31 09:03:28
22 2.927558049602388 0.04618035611717404 2024-08-31 09:03:31
23 2.5798289237660557 0.04686961516369902 2024-08-31 09:03:35
24 2.4682735025985427 0.047558874210224006 2024-08-31 09:03:38
25 2.719438674599189 0.048248133256748996 2024-08-31 09:03:41
26 3.8489880355043975 0.04893739230327398 2024-08-31 09:03:44
27 1.5255673367151372 0.049052268811028144 2024-08-31 09:03:48
28 4.377008890297685 0.04870763928776565 2024-08-31 09:03:51
29 3.794678564457836 0.048477886272257326 2024-08-31 09:03:54
30 3.681528720412016 0.04859276278001149 2024-08-31 09:03:57
31 2.6619389817880394 0.048822515795519814 2024-08-31 09:04:00
32 2.3045541654709494 0.04928202182653647 2024-08-31 09:04:04
33 1.5754935212822772 0.06249282021826536 2024-08-31 09:04:07
34 4.188631654812782 0.04893739230327398 2024-08-31 09:04:10
35 1.746011041143309 0.04893739230327398 2024-08-31 09:04:13
36 2.4176739036591828 0.04916714531878231 2024-08-31 09:04:17
37 2.2132601324406798 0.06249282021826536 2024-08-31 09:04:20
38 2.875196958190747 0.06249282021826536 2024-08-31 09:04:23
39 6.901760503384383 0.06295232624928203 2024-08-31 09:04:27
40 5.133978093238756 0.06283744974152786 2024-08-31 09:04:30
41 2.140885475995142 0.06306720275703619 2024-08-31 09:04:33
42 3.017342225769893 0.04928202182653647 2024-08-31 09:04:36
43 1.5510683358229145 0.0495117748420448 2024-08-31 09:04:40
44 1.9655389245524617 0.0495117748420448 2024-08-31 09:04:43
45 2.2475466383112908 0.062377943710511204 2024-08-31 09:04:46
46 2.5242759340594105 0.0627225732337737 2024-08-31 09:04:49
47 4.925322189336533 0.06295232624928203 2024-08-31 09:04:53
48 2.2222850922535784 0.06249282021826536 2024-08-31 09:04:56
49 2.2297069178032918 0.062377943710511204 2024-08-31 09:04:59
50 3.70516696570592 0.06249282021826536 2024-08-31 09:05:02
51 3.0310258915340813 0.062377943710511204 2024-08-31 09:05:06
52 2.164986212044047 0.06226306720275704 2024-08-31 09:05:09
53 2.9022230235822306 0.06260769672601953 2024-08-31 09:05:12
54 1.9286957656015684 0.06283744974152786 2024-08-31 09:05:15
55 2.081124351053386 0.06318207926479034 2024-08-31 09:05:19
56 6.2180861232610765 0.06295232624928203 2024-08-31 09:05:22
57 6.411635718764689 0.061114302125215396 2024-08-31 09:05:25
58 2.274772551743071 0.060654796094198736 2024-08-31 09:05:29
59 5.268154561416916 0.060654796094198736 2024-08-31 09:05:32
60 4.435667130811539 0.0607696726019529 2024-08-31 09:05:35
61 1.5405155555192662 0.06226306720275704 2024-08-31 09:05:39
62 4.096686544533368 0.06226306720275704 2024-08-31 09:05:42
63 3.9335034311262786 0.062377943710511204 2024-08-31 09:05:45
64 3.2917643536239574 0.062377943710511204 2024-08-31 09:05:49
65 1.779733130193729 0.062377943710511204 2024-08-31 09:05:52
66 2.4339302542016537 0.062377943710511204 2024-08-31 09:05:55
67 2.0195771694731124 0.06260769672601953 2024-08-31 09:05:58
68 2.2204818301061184 0.0627225732337737 2024-08-31 09:06:01
69 3.159121128555552 0.06157380815623205 2024-08-31 09:06:05
70 1.5701434788246527 0.06157380815623205 2024-08-31 09:06:08
71 2.1848000555049407 0.061688684663986214 2024-08-31 09:06:11
72 1.7226747748907922 0.06180356117174038 2024-08-31 09:06:15
73 3.707235368553898 0.06329695577254452 2024-08-31 09:06:18
74 3.453397729217424 0.061688684663986214 2024-08-31 09:06:21
75 4.119600958826896 0.048477886272257326 2024-08-31 09:06:25
76 1.8064920575642025 0.048822515795519814 2024-08-31 09:06:28
77 2.1313001076289115 0.048822515795519814 2024-08-31 09:06:31
78 2.7567403939590585 0.06203331418724871 2024-08-31 09:06:34
79 3.847510356864732 0.06226306720275704 2024-08-31 09:06:38
80 3.889245102557555 0.06410109132682366 2024-08-31 09:06:41
81 2.8859126300116094 0.06249282021826536 2024-08-31 09:06:44
82 1.841103428674114 0.062377943710511204 2024-08-31 09:06:47
83 4.038390745998867 0.062377943710511204 2024-08-31 09:06:51
84 1.8796643989651727 0.06249282021826536 2024-08-31 09:06:54
85 2.1079583567219995 0.06249282021826536 2024-08-31 09:06:57
86 1.5127055649097318 0.06249282021826536 2024-08-31 09:07:00
87 1.955156384357976 0.06410109132682366 2024-08-31 09:07:04
88 3.7359997563359384 0.06444572085008615 2024-08-31 09:07:07
89 1.5070815289725796 0.06467547386559448 2024-08-31 09:07:10
90 1.6815061570583303 0.06490522688110281 2024-08-31 09:07:14
91 4.2341177117064515 0.06479035037334865 2024-08-31 09:07:17
92 3.027717254478174 0.06490522688110281 2024-08-31 09:07:20
