Sat 31 Aug 2024 07:46:33 IDT

SLURM_JOBID:		 981356
SLURM_JOB_NODELIST:	 dt-cpu-03 


executing python ./train_darpatc.py --scene cadets
Start training graph 0 2024-08-31 07:46:41
Data(edge_index=[2, 4347080], test_mask=[362645], train_mask=[362645], x=[362645, 56], y=[362645])
feature  56 ; label  6
86 1.513463765495059 0.00015071590052750564 2024-08-31 09:36:17
87 1.5044040350242045 0.00015071590052750564 2024-08-31 09:36:19
88 1.502169904622622 0.00015071590052750564 2024-08-31 09:36:22
89 1.5064389711946315 0.00015071590052750564 2024-08-31 09:36:25
90 1.5005696006708784 0.00015071590052750564 2024-08-31 09:36:28
91 1.508507400863406 0.000452147701582517 2024-08-31 09:36:30
92 1.5050834749727744 0.0019593067068575734 2024-08-31 09:36:33
93 1.5077967293386452 0.000452147701582517 2024-08-31 09:36:36
94 1.5089490283406939 0.00015071590052750564 2024-08-31 09:36:39
95 1.5047590180995685 0.00015071590052750564 2024-08-31 09:36:42
96 1.5044210073906583 0.002260738507912585 2024-08-31 09:36:44
97 1.5022057304727285 0.002260738507912585 2024-08-31 09:36:47
98 1.5015394474746773 0.006179351921627732 2024-08-31 09:36:50
99 1.5011232321479757 0.006480783722682743 2024-08-31 09:36:53
100 1.5011720015037842 0.006631499623210249 2024-08-31 09:36:55
101 1.5034898081127648 0.006179351921627732 2024-08-31 09:36:58
102 1.498001421854383 0.00015071590052750564 2024-08-31 09:37:01
103 1.5022173916026893 0.00015071590052750564 2024-08-31 09:37:04
104 1.5085465795758441 0.00015071590052750564 2024-08-31 09:37:07
105 1.5113844821214137 0.0049736247174076865 2024-08-31 09:37:09
106 1.4996297946080464 0.005124340617935192 2024-08-31 09:37:12
107 1.5072488949185667 0.000452147701582517 2024-08-31 09:37:15
108 1.503699785349687 0.00015071590052750564 2024-08-31 09:37:17
109 1.5034056613565658 0.00015071590052750564 2024-08-31 09:37:20
110 1.504850299985407 0.00015071590052750564 2024-08-31 09:37:23
111 1.5002616122870311 0.00015071590052750564 2024-08-31 09:37:26
112 1.5116288660160113 0.000452147701582517 2024-08-31 09:37:29
113 1.4995118376897885 0.004822908816880181 2024-08-31 09:37:31
114 1.5010797012633816 0.000452147701582517 2024-08-31 09:37:34
115 1.5042132900097178 0.00015071590052750564 2024-08-31 09:37:37
116 1.5050785868529009 0.00015071590052750564 2024-08-31 09:37:40
117 1.50144028681602 0.0033157498116051245 2024-08-31 09:37:43
118 1.5102970123111348 0.006480783722682743 2024-08-31 09:37:45
119 1.5011365759525428 0.006480783722682743 2024-08-31 09:37:48
120 1.502197219719991 0.006179351921627732 2024-08-31 09:37:51
121 1.4971913940132158 0.00346646571213263 2024-08-31 09:37:54
122 1.5061067046307044 0.00015071590052750564 2024-08-31 09:37:57
123 1.501709016086288 0.000452147701582517 2024-08-31 09:37:59
124 1.4985042840085177 0.006028636021100226 2024-08-31 09:38:02
125 1.496659729295686 0.006179351921627732 2024-08-31 09:38:05
126 1.4970514638673658 0.006028636021100226 2024-08-31 09:38:08
127 1.505490656624904 0.00015071590052750564 2024-08-31 09:38:11
128 1.5058436506928226 0.00015071590052750564 2024-08-31 09:38:13
129 1.5009292283270175 0.00015071590052750564 2024-08-31 09:38:16
130 1.5007292549683802 0.00452147701582517 2024-08-31 09:38:19
131 1.5061782797926246 0.006028636021100226 2024-08-31 09:38:22
132 1.5030845684850673 0.006179351921627732 2024-08-31 09:38:24
133 1.5031107734178544 0.006480783722682743 2024-08-31 09:38:27
134 1.5049401130906244 0.006631499623210249 2024-08-31 09:38:30
135 1.5038105089500962 0.006028636021100226 2024-08-31 09:38:33
136 1.500288478126181 0.0003014318010550113 2024-08-31 09:38:35
137 1.5087711454425976 0.00015071590052750564 2024-08-31 09:38:38
138 1.4946573818188102 0.00015071590052750564 2024-08-31 09:38:41
139 1.508748013450404 0.00015071590052750564 2024-08-31 09:38:44
140 1.5069161958054842 0.00015071590052750564 2024-08-31 09:38:47
141 1.4934580612649753 0.00015071590052750564 2024-08-31 09:38:49
142 1.5042689097224093 0.00015071590052750564 2024-08-31 09:38:52
143 1.4950524352956913 0.00015071590052750564 2024-08-31 09:38:55
144 1.5048971813068233 0.000452147701582517 2024-08-31 09:38:58
145 1.5009553737000765 0.006179351921627732 2024-08-31 09:39:00
146 1.499480424290235 0.004220045214770159 2024-08-31 09:39:03
147 1.495077967553904 0.000452147701582517 2024-08-31 09:39:06
148 1.4953826527534433 0.0003014318010550113 2024-08-31 09:39:09
149 1.5008841395467947 0.0003014318010550113 2024-08-31 09:39:12
6633
2
1 1.5119925887089014 0.0 2024-08-31 09:39:16
2 1.5027214679066707 0.0 2024-08-31 09:39:19
3 1.5013124540023597 0.0015076134479119555 2024-08-31 09:39:22
4 1.4964285029664794 0.0015076134479119555 2024-08-31 09:39:24
5 1.5053716963203392 0.0015076134479119555 2024-08-31 09:39:27
6 1.501611339260546 0.0015076134479119555 2024-08-31 09:39:30
7 1.4974078292960264 0.0 2024-08-31 09:39:33
8 1.4950490092217572 0.00030152268958239106 2024-08-31 09:39:35
9 1.5042812022152088 0.006030453791647822 2024-08-31 09:39:38
10 1.497615846271305 0.006482737826021408 2024-08-31 09:39:41
11 1.50134208562524 0.006331976481230212 2024-08-31 09:39:44
12 1.4971823318680721 0.00030152268958239106 2024-08-31 09:39:46
13 1.5021069209967086 0.00030152268958239106 2024-08-31 09:39:49
14 1.5004165161074727 0.00030152268958239106 2024-08-31 09:39:52
15 1.4964377521372265 0.006331976481230212 2024-08-31 09:39:55
16 1.4977165140502506 0.006482737826021408 2024-08-31 09:39:58
17 1.5018077476089686 0.006482737826021408 2024-08-31 09:40:00
18 1.4967420707007042 0.006331976481230212 2024-08-31 09:40:03
19 1.508392760463561 0.00030152268958239106 2024-08-31 09:40:06
20 1.4978012493899302 0.0 2024-08-31 09:40:09
21 1.505051505722001 0.0 2024-08-31 09:40:11
22 1.4969643764360698 0.0 2024-08-31 09:40:14
23 1.5026043661575628 0.0015076134479119555 2024-08-31 09:40:17
24 1.4980971621618755 0.0015076134479119555 2024-08-31 09:40:20
25 1.4966671234986622 0.0015076134479119555 2024-08-31 09:40:22
26 1.4980490703164373 0.0015076134479119555 2024-08-31 09:40:25
27 1.4985589921231832 0.0 2024-08-31 09:40:28
28 1.4937319035949201 0.00030152268958239106 2024-08-31 09:40:31
29 1.5001670879672848 0.006482737826021408 2024-08-31 09:40:34
30 1.5088585133504386 0.006331976481230212 2024-08-31 09:40:36
31 1.4970361905347416 0.00030152268958239106 2024-08-31 09:40:39
32 1.509444621826717 0.0 2024-08-31 09:40:42
33 1.5038838773835537 0.006030453791647822 2024-08-31 09:40:45
34 1.4935902413354278 0.005578169757274235 2024-08-31 09:40:47
35 1.498085919250357 0.0004522840343735866 2024-08-31 09:40:50
36 1.4990651478832813 0.00015076134479119553 2024-08-31 09:40:53
37 1.5036399210270364 0.00015076134479119553 2024-08-31 09:40:56
38 1.4965498538537028 0.00015076134479119553 2024-08-31 09:40:58
39 1.493719968539853 0.0004522840343735866 2024-08-31 09:41:01
40 1.499285771245423 0.006633499170812604 2024-08-31 09:41:04
41 1.498505118079051 0.0067842605156037995 2024-08-31 09:41:07
42 1.5022212209411108 0.006633499170812604 2024-08-31 09:41:10
43 1.4958007112448704 0.00015076134479119553 2024-08-31 09:41:12
44 1.4998793802558972 0.001658374792703151 2024-08-31 09:41:15
45 1.49647595309823 0.0021106588270767375 2024-08-31 09:41:18
46 1.4956801789712353 0.0021106588270767375 2024-08-31 09:41:21
47 1.495120607870261 0.00015076134479119553 2024-08-31 09:41:24
48 1.4921589624319216 0.00015076134479119553 2024-08-31 09:41:26
49 1.49891384289884 0.00015076134479119553 2024-08-31 09:41:29
50 1.4886327417623255 0.00015076134479119553 2024-08-31 09:41:32
51 1.499609949558942 0.00015076134479119553 2024-08-31 09:41:35
52 1.4976067524159025 0.00015076134479119553 2024-08-31 09:41:37
53 1.4936415062543045 0.004522840343735866 2024-08-31 09:41:40
54 1.5060324374140972 0.011005578169757274 2024-08-31 09:41:43
55 1.4970633725531945 0.011005578169757274 2024-08-31 09:41:46
56 1.4990594358298999 0.011005578169757274 2024-08-31 09:41:48
57 1.5027429985457301 0.006633499170812604 2024-08-31 09:41:51
58 1.4904210702804677 0.00015076134479119553 2024-08-31 09:41:54
59 1.4980848145740129 0.001658374792703151 2024-08-31 09:41:57
60 1.501305901571113 0.001658374792703151 2024-08-31 09:42:00
61 1.4920545004259924 0.00015076134479119553 2024-08-31 09:42:02
62 1.4988101625198083 0.00015076134479119553 2024-08-31 09:42:05
63 1.49695924184593 0.0006030453791647821 2024-08-31 09:42:08
64 1.4976910065152464 0.0004522840343735866 2024-08-31 09:42:11
65 1.4969914413300032 0.00015076134479119553 2024-08-31 09:42:13
66 1.4990669430497363 0.00015076134479119553 2024-08-31 09:42:16
67 1.4945370274109124 0.001658374792703151 2024-08-31 09:42:19
68 1.4919971141738984 0.006181215136439017 2024-08-31 09:42:22
69 1.4957656859273234 0.006030453791647822 2024-08-31 09:42:24
70 1.4930202327988795 0.0004522840343735866 2024-08-31 09:42:27
71 1.4992694570956036 0.0004522840343735866 2024-08-31 09:42:30
72 1.5020001668403828 0.00015076134479119553 2024-08-31 09:42:33
73 1.5040535370940162 0.00015076134479119553 2024-08-31 09:42:36
74 1.4972160636758653 0.00015076134479119553 2024-08-31 09:42:38
75 1.497124123965096 0.00015076134479119553 2024-08-31 09:42:41
76 1.4935337105038908 0.00015076134479119553 2024-08-31 09:42:44
77 1.4926469299959666 0.0004522840343735866 2024-08-31 09:42:47
78 1.4949538693535154 0.0006030453791647821 2024-08-31 09:42:49
79 1.4909084721889752 0.0006030453791647821 2024-08-31 09:42:52
80 1.4912792608674323 0.00030152268958239106 2024-08-31 09:42:55
81 1.490708442415818 0.001658374792703151 2024-08-31 09:42:58
82 1.4994424804202684 0.0021106588270767375 2024-08-31 09:43:00
83 1.4964212234717913 0.001658374792703151 2024-08-31 09:43:03
84 1.4905965218226978 0.00015076134479119553 2024-08-31 09:43:06
85 1.4990330014889477 0.0004522840343735866 2024-08-31 09:43:09
86 1.4970124174203159 0.0004522840343735866 2024-08-31 09:43:12
87 1.5035259655369149 0.00015076134479119553 2024-08-31 09:43:14
88 1.498485291757214 0.00015076134479119553 2024-08-31 09:43:17
89 1.5016693630567886 0.00015076134479119553 2024-08-31 09:43:20
90 1.4916521274143082 0.006181215136439017 2024-08-31 09:43:23
91 1.4916279049601182 0.0067842605156037995 2024-08-31 09:43:25
92 1.4925254198035809 0.0067842605156037995 2024-08-31 09:43:28
93 1.49779443496064 0.006482737826021408 2024-08-31 09:43:31
94 1.4930936899117606 0.004522840343735866 2024-08-31 09:43:34
95 1.4965251873615333 0.0006030453791647821 2024-08-31 09:43:36
96 1.4939683362511367 0.0010553294135383687 2024-08-31 09:43:39
97 1.4929791610201038 0.006331976481230212 2024-08-31 09:43:42
98 1.4940415582343427 0.006331976481230212 2024-08-31 09:43:45
99 1.4958071491935037 0.004673601688527062 2024-08-31 09:43:47
100 1.4969097035297456 0.00030152268958239106 2024-08-31 09:43:50
101 1.495951828887591 0.0018091361374943465 2024-08-31 09:43:53
102 1.4933907396020922 0.0018091361374943465 2024-08-31 09:43:56
103 1.5008207601280965 0.00030152268958239106 2024-08-31 09:43:58
104 1.4924708530947075 0.0018091361374943465 2024-08-31 09:44:01
105 1.5007129725370403 0.0018091361374943465 2024-08-31 09:44:04
106 1.4896306767464402 0.0018091361374943465 2024-08-31 09:44:07
107 1.4925320076219963 0.00030152268958239106 2024-08-31 09:44:09
108 1.4922875843848935 0.00030152268958239106 2024-08-31 09:44:12
109 1.494291903457544 0.00030152268958239106 2024-08-31 09:44:15
110 1.497472903100538 0.0018091361374943465 2024-08-31 09:44:17
111 1.493485173901587 0.006331976481230212 2024-08-31 09:44:20
112 1.4966842607730801 0.0067842605156037995 2024-08-31 09:44:23
113 1.4910158897513774 0.006331976481230212 2024-08-31 09:44:26
114 1.4985224116932263 0.0010553294135383687 2024-08-31 09:44:29
115 1.4967351673631741 0.00030152268958239106 2024-08-31 09:44:31
116 1.4988307112323274 0.0006030453791647821 2024-08-31 09:44:34
117 1.4973958739324265 0.0018091361374943465 2024-08-31 09:44:37
118 1.4916522573350008 0.001959897482285542 2024-08-31 09:44:40
119 1.5011874200998343 0.006331976481230212 2024-08-31 09:44:42
120 1.5102103149910668 0.004824363033318257 2024-08-31 09:44:45
121 1.5021950820443786 0.002562942861450324 2024-08-31 09:44:48
122 1.4997986568938044 0.0012060907583295642 2024-08-31 09:44:51
123 1.4883133982814096 0.002864465551032715 2024-08-31 09:44:54
124 1.5049482885392635 0.002864465551032715 2024-08-31 09:44:56
125 1.495742693002023 0.0009045680687471732 2024-08-31 09:44:59
126 1.5069883778572226 0.004673601688527062 2024-08-31 09:45:02
127 1.4955000758764163 0.006935021860394994 2024-08-31 09:45:05
128 1.4924630507541496 0.006935021860394994 2024-08-31 09:45:07
129 1.4923118527938783 0.006331976481230212 2024-08-31 09:45:10
130 1.502045116668263 0.00030152268958239106 2024-08-31 09:45:13
131 1.4923837449995259 0.0018091361374943465 2024-08-31 09:45:16
132 1.4995616635962812 0.00030152268958239106 2024-08-31 09:45:18
133 1.4944357606021417 0.00030152268958239106 2024-08-31 09:45:21
134 1.492280401885914 0.00030152268958239106 2024-08-31 09:45:24
135 1.4923674315865647 0.0006030453791647821 2024-08-31 09:45:27
136 1.4916863315482494 0.0012060907583295642 2024-08-31 09:45:30
137 1.4895512627994567 0.0021106588270767375 2024-08-31 09:45:32
138 1.4972636583396686 0.006331976481230212 2024-08-31 09:45:35
139 1.4962010871909348 0.006633499170812604 2024-08-31 09:45:38
140 1.4908057985200829 0.00708578320518619 2024-08-31 09:45:41
141 1.4907789928025652 0.01115633951454847 2024-08-31 09:45:44
142 1.4927320356338825 0.00708578320518619 2024-08-31 09:45:46
143 1.4928570445551155 0.0027137042062415195 2024-08-31 09:45:49
144 1.496191253260252 0.004070556309362279 2024-08-31 09:45:52
145 1.5006124382732178 0.004070556309362279 2024-08-31 09:45:55
146 1.4850299285940145 0.0013568521031207597 2024-08-31 09:45:57
147 1.4962347453129017 0.007538067239559777 2024-08-31 09:46:00
148 1.4879246740414513 0.011910146238504447 2024-08-31 09:46:03
149 1.493405226612997 0.011608623548922056 2024-08-31 09:46:06
6556
77
1 1.4969241170347865 0.0 2024-08-31 09:46:11
2 1.492551231180625 0.0003050640634533252 2024-08-31 09:46:13
3 1.4966743004765724 0.002287980475899939 2024-08-31 09:46:16
4 1.492548922928024 0.0021354484441732766 2024-08-31 09:46:19
5 1.4881779407131155 0.0021354484441732766 2024-08-31 09:46:22
6 1.488163453984217 0.0021354484441732766 2024-08-31 09:46:24
7 1.4836049375190759 0.0021354484441732766 2024-08-31 09:46:27
8 1.4888761038457279 0.0021354484441732766 2024-08-31 09:46:30
9 1.491460297949944 0.006253813300793167 2024-08-31 09:46:33
10 1.4818561586248504 0.007779133618059792 2024-08-31 09:46:35
11 1.4815389016112444 0.007779133618059792 2024-08-31 09:46:38
12 1.482545500197303 0.006253813300793167 2024-08-31 09:46:41
13 1.481420885869248 0.0021354484441732766 2024-08-31 09:46:44
14 1.4785800125629456 0.006406345332519829 2024-08-31 09:46:46
15 1.4853190678223522 0.007779133618059792 2024-08-31 09:46:49
16 1.4865401411580195 0.007779133618059792 2024-08-31 09:46:52
17 1.4919482776491726 0.005948749237339841 2024-08-31 09:46:55
18 1.4813274113123849 0.0021354484441732766 2024-08-31 09:46:58
19 1.472729331185863 0.0021354484441732766 2024-08-31 09:47:00
20 1.4843727513156773 0.0021354484441732766 2024-08-31 09:47:03
21 1.484849955993429 0.0021354484441732766 2024-08-31 09:47:06
22 1.4761532271613864 0.0021354484441732766 2024-08-31 09:47:09
23 1.4745357756646686 0.0021354484441732766 2024-08-31 09:47:11
24 1.4780761391160835 0.0021354484441732766 2024-08-31 09:47:14
25 1.482886027897037 0.006406345332519829 2024-08-31 09:47:17
26 1.4807353655400255 0.007779133618059792 2024-08-31 09:47:20
27 1.4813433554639461 0.007779133618059792 2024-08-31 09:47:22
28 1.4754453707643223 0.006406345332519829 2024-08-31 09:47:25
29 1.4809860899508036 0.006406345332519829 2024-08-31 09:47:28
30 1.4780899175716071 0.006406345332519829 2024-08-31 09:47:31
31 1.4786690010247687 0.006558877364246492 2024-08-31 09:47:33
32 1.481196736329354 0.006253813300793167 2024-08-31 09:47:36
33 1.478883593892673 0.006406345332519829 2024-08-31 09:47:39
34 1.4806193959211125 0.006558877364246492 2024-08-31 09:47:42
35 1.4776990724962757 0.007779133618059792 2024-08-31 09:47:44
36 1.4776297293471592 0.006406345332519829 2024-08-31 09:47:47
37 1.4844026470998934 0.006406345332519829 2024-08-31 09:47:50
38 1.4778034013535206 0.007779133618059792 2024-08-31 09:47:53
39 1.480387957522315 0.006558877364246492 2024-08-31 09:47:56
40 1.4786964620010674 0.006406345332519829 2024-08-31 09:47:58
41 1.475068841568212 0.006406345332519829 2024-08-31 09:48:01
42 1.479469100246348 0.007779133618059792 2024-08-31 09:48:04
43 1.4788484601730105 0.006406345332519829 2024-08-31 09:48:07
44 1.4874114035250865 0.006406345332519829 2024-08-31 09:48:09
45 1.481946510320178 0.007779133618059792 2024-08-31 09:48:12
46 1.4808444234930647 0.006406345332519829 2024-08-31 09:48:15
47 1.4851648734792695 0.006406345332519829 2024-08-31 09:48:18
48 1.4827246228829618 0.007779133618059792 2024-08-31 09:48:21
49 1.4794911188349047 0.007779133618059792 2024-08-31 09:48:23
50 1.482014473434481 0.006406345332519829 2024-08-31 09:48:26
51 1.4811830077686274 0.006406345332519829 2024-08-31 09:48:29
52 1.4794803465772794 0.006406345332519829 2024-08-31 09:48:32
53 1.4782291671137318 0.007779133618059792 2024-08-31 09:48:34
54 1.4745445799871215 0.006711409395973154 2024-08-31 09:48:37
55 1.4795474238770994 0.002287980475899939 2024-08-31 09:48:40
56 1.4717201722548312 0.002287980475899939 2024-08-31 09:48:43
57 1.4812613033244637 0.0021354484441732766 2024-08-31 09:48:45
58 1.4800700147098125 0.0021354484441732766 2024-08-31 09:48:48
59 1.4676070930464664 0.0021354484441732766 2024-08-31 09:48:51
60 1.4784889572491509 0.0021354484441732766 2024-08-31 09:48:54
61 1.4801465093980408 0.0021354484441732766 2024-08-31 09:48:57
62 1.4757641269492987 0.0021354484441732766 2024-08-31 09:48:59
63 1.471262892111545 0.0021354484441732766 2024-08-31 09:49:02
64 1.4752187569596695 0.002287980475899939 2024-08-31 09:49:05
65 1.4737030917947942 0.0025930445393532644 2024-08-31 09:49:08
66 1.470567513995959 0.0025930445393532644 2024-08-31 09:49:10
67 1.4811704164601593 0.002745576571079927 2024-08-31 09:49:13
68 1.4770425027139744 0.006863941427699817 2024-08-31 09:49:16
69 1.4700116283505191 0.00823672971323978 2024-08-31 09:49:19
70 1.4738096067133002 0.00823672971323978 2024-08-31 09:49:22
71 1.471521076158171 0.006863941427699817 2024-08-31 09:49:24
72 1.4714619142388046 0.006863941427699817 2024-08-31 09:49:27
73 1.4752665502840314 0.006711409395973154 2024-08-31 09:49:30
74 1.4685458119429053 0.007779133618059792 2024-08-31 09:49:33
75 1.4755129844695785 0.007779133618059792 2024-08-31 09:49:35
76 1.470992791936338 0.007931665649786455 2024-08-31 09:49:38
77 1.4657900905812784 0.006863941427699817 2024-08-31 09:49:41
78 1.4726111463397795 0.006863941427699817 2024-08-31 09:49:44
79 1.4671787706506623 0.006711409395973154 2024-08-31 09:49:46
80 1.4757615786779938 0.007779133618059792 2024-08-31 09:49:49
81 1.474293677526105 0.007779133618059792 2024-08-31 09:49:52
82 1.4741686937502056 0.006558877364246492 2024-08-31 09:49:55
83 1.4694143549707912 0.006406345332519829 2024-08-31 09:49:57
84 1.4666238418070552 0.006558877364246492 2024-08-31 09:50:00
85 1.472702182306612 0.007779133618059792 2024-08-31 09:50:03
86 1.4709395031291876 0.006558877364246492 2024-08-31 09:50:05
87 1.4651487267839247 0.006406345332519829 2024-08-31 09:50:08
88 1.4738659951074449 0.007016473459426479 2024-08-31 09:50:11
89 1.4679549950663093 0.00823672971323978 2024-08-31 09:50:14
90 1.4635010974446472 0.00823672971323978 2024-08-31 09:50:16
91 1.4671060040347674 0.007016473459426479 2024-08-31 09:50:19
92 1.4688773432324906 0.006863941427699817 2024-08-31 09:50:22
93 1.465883735551421 0.007016473459426479 2024-08-31 09:50:25
94 1.4762213430148643 0.007931665649786455 2024-08-31 09:50:27
95 1.4672223230627268 0.007931665649786455 2024-08-31 09:50:30
96 1.472881915221642 0.007016473459426479 2024-08-31 09:50:33
97 1.471729059711035 0.006863941427699817 2024-08-31 09:50:36
98 1.4669424184871345 0.006711409395973154 2024-08-31 09:50:39
99 1.4789450201339442 0.007016473459426479 2024-08-31 09:50:41
100 1.4731449896129913 0.00823672971323978 2024-08-31 09:50:44
101 1.4649373403477044 0.00823672971323978 2024-08-31 09:50:47
102 1.4692190188034924 0.006863941427699817 2024-08-31 09:50:50
103 1.470388946989966 0.006863941427699817 2024-08-31 09:50:52
104 1.4737175373568485 0.007016473459426479 2024-08-31 09:50:55
105 1.4645249375197276 0.00823672971323978 2024-08-31 09:50:58
106 1.464440106109121 0.00823672971323978 2024-08-31 09:51:01
107 1.4630096422745877 0.007016473459426479 2024-08-31 09:51:03
108 1.4697546154497017 0.006711409395973154 2024-08-31 09:51:06
109 1.4759870594488986 0.007931665649786455 2024-08-31 09:51:09
110 1.4656526592172014 0.007016473459426479 2024-08-31 09:51:12
111 1.465153707681159 0.0071690054911531425 2024-08-31 09:51:15
112 1.4706492286545974 0.0071690054911531425 2024-08-31 09:51:17
113 1.4649289570762443 0.008389261744966443 2024-08-31 09:51:20
114 1.4685571903568568 0.0071690054911531425 2024-08-31 09:51:23
115 1.4652559979068134 0.0071690054911531425 2024-08-31 09:51:26
116 1.471438238211999 0.008389261744966443 2024-08-31 09:51:28
117 1.4623529019335408 0.00823672971323978 2024-08-31 09:51:31
118 1.4710581656852242 0.007931665649786455 2024-08-31 09:51:34
119 1.4728255239181798 0.006406345332519829 2024-08-31 09:51:37
120 1.4679165005029302 0.006253813300793167 2024-08-31 09:51:39
121 1.4654460755552439 0.006711409395973154 2024-08-31 09:51:42
122 1.4685400092361758 0.0071690054911531425 2024-08-31 09:51:45
123 1.467700383516257 0.007931665649786455 2024-08-31 09:51:48
124 1.4714111698481134 0.006863941427699817 2024-08-31 09:51:50
125 1.4677629929042721 0.006711409395973154 2024-08-31 09:51:53
126 1.465664391113244 0.006711409395973154 2024-08-31 09:51:56
127 1.464660247991258 0.007016473459426479 2024-08-31 09:51:58
128 1.4644009710594674 0.008389261744966443 2024-08-31 09:52:01
129 1.4710993917341855 0.008389261744966443 2024-08-31 09:52:04
130 1.4632606668542114 0.008389261744966443 2024-08-31 09:52:07
131 1.4644662145436573 0.0071690054911531425 2024-08-31 09:52:09
132 1.4702416911512122 0.006711409395973154 2024-08-31 09:52:12
133 1.4664685026474884 0.006406345332519829 2024-08-31 09:52:15
134 1.4574009683380917 0.006558877364246492 2024-08-31 09:52:18
135 1.4688629512746134 0.007779133618059792 2024-08-31 09:52:20
136 1.469288172192367 0.007931665649786455 2024-08-31 09:52:23
137 1.46354815914836 0.006863941427699817 2024-08-31 09:52:26
138 1.4575208001488806 0.007016473459426479 2024-08-31 09:52:29
139 1.4660575186937157 0.007016473459426479 2024-08-31 09:52:32
140 1.4648452029859533 0.00823672971323978 2024-08-31 09:52:34
141 1.4676366157106977 0.008084197681513118 2024-08-31 09:52:37
142 1.466892327529181 0.006863941427699817 2024-08-31 09:52:40
143 1.4634765466587656 0.006863941427699817 2024-08-31 09:52:43
144 1.4527776418043536 0.00823672971323978 2024-08-31 09:52:45
145 1.4643191311547057 0.007016473459426479 2024-08-31 09:52:48
146 1.4627236806451729 0.006863941427699817 2024-08-31 09:52:51
147 1.4714212609617503 0.006711409395973154 2024-08-31 09:52:53
148 1.4673274876941915 0.006711409395973154 2024-08-31 09:52:56
149 1.4709232136416246 0.006711409395973154 2024-08-31 09:52:59
6512
44
1 1.4733820361352963 0.00015356265356265356 2024-08-31 09:53:04
2 1.4654953973299163 0.0004606879606879607 2024-08-31 09:53:06
3 1.462362240221928 0.0004606879606879607 2024-08-31 09:53:09
4 1.4728466216703597 0.0004606879606879607 2024-08-31 09:53:12
5 1.4684880268954528 0.0004606879606879607 2024-08-31 09:53:14
6 1.4725782040881876 0.0004606879606879607 2024-08-31 09:53:17
7 1.4677854256489353 0.0004606879606879607 2024-08-31 09:53:20
8 1.4673283677136284 0.0003071253071253071 2024-08-31 09:53:23
9 1.461816871195519 0.00015356265356265356 2024-08-31 09:53:25
10 1.4653268967565214 0.00015356265356265356 2024-08-31 09:53:28
11 1.4739055952803215 0.005221130221130221 2024-08-31 09:53:31
12 1.4672612047019695 0.00906019656019656 2024-08-31 09:53:34
13 1.463650771821746 0.011363636363636364 2024-08-31 09:53:37
14 1.4638448148160368 0.01121007371007371 2024-08-31 09:53:39
15 1.460731236442594 0.01121007371007371 2024-08-31 09:53:42
16 1.4626055475534911 0.01121007371007371 2024-08-31 09:53:45
17 1.4668136392823015 0.00998157248157248 2024-08-31 09:53:48
18 1.4704122026370843 0.00998157248157248 2024-08-31 09:53:50
19 1.4648562581884774 0.00998157248157248 2024-08-31 09:53:53
20 1.4686860522708378 0.00998157248157248 2024-08-31 09:53:56
21 1.4646119926426862 0.00998157248157248 2024-08-31 09:53:59
22 1.4637953634636993 0.00998157248157248 2024-08-31 09:54:01
23 1.4642155656650553 0.011363636363636364 2024-08-31 09:54:04
24 1.4558067223656674 0.011517199017199017 2024-08-31 09:54:07
25 1.4734946868636392 0.0085995085995086 2024-08-31 09:54:10
26 1.4722190711656424 0.0 2024-08-31 09:54:12
27 1.4866292479583028 0.0 2024-08-31 09:54:15
28 1.488397482718531 0.004914004914004914 2024-08-31 09:54:18
29 1.4821256615898826 0.009828009828009828 2024-08-31 09:54:20
30 1.4781442549656298 0.01167076167076167 2024-08-31 09:54:23
31 1.4727625034072183 0.011977886977886978 2024-08-31 09:54:26
32 1.468537611809058 0.011977886977886978 2024-08-31 09:54:29
33 1.470958091849484 0.01167076167076167 2024-08-31 09:54:32
34 1.4695963963536725 0.014895577395577396 2024-08-31 09:54:34
35 1.472738026254593 0.014742014742014743 2024-08-31 09:54:37
36 1.4693394890581362 0.01167076167076167 2024-08-31 09:54:40
37 1.471354611089833 0.01167076167076167 2024-08-31 09:54:43
38 1.473317142347153 0.011824324324324325 2024-08-31 09:54:45
39 1.4646438976763507 0.011824324324324325 2024-08-31 09:54:48
40 1.466227299897618 0.011824324324324325 2024-08-31 09:54:51
41 1.4738545852738458 0.01167076167076167 2024-08-31 09:54:54
42 1.4691041877873114 0.011056511056511056 2024-08-31 09:54:56
43 1.4668604899975826 0.011056511056511056 2024-08-31 09:54:59
44 1.4670745998401313 0.010135135135135136 2024-08-31 09:55:02
45 1.4703704158269804 0.00906019656019656 2024-08-31 09:55:04
46 1.4668969664292488 0.009367321867321867 2024-08-31 09:55:07
47 1.4601745583501435 0.009213759213759214 2024-08-31 09:55:10
48 1.4609568723882445 0.009367321867321867 2024-08-31 09:55:13
49 1.4641525449565354 0.009367321867321867 2024-08-31 09:55:16
50 1.4567170209029383 0.009520884520884522 2024-08-31 09:55:18
51 1.4575181042532956 0.012131449631449631 2024-08-31 09:55:21
52 1.4738619936772002 0.009520884520884522 2024-08-31 09:55:24
53 1.4685333461960646 0.010902948402948403 2024-08-31 09:55:27
54 1.4663399037623581 0.010595823095823095 2024-08-31 09:55:29
55 1.4643751128006919 0.01074938574938575 2024-08-31 09:55:32
56 1.4632516036162506 0.011517199017199017 2024-08-31 09:55:35
